Timespace,AQI,hour,day,month
2025-07-09 17:58:17,76,17,Wednesday,7
2025-07-09 18:13:16,64,18,Wednesday,7
2025-07-09 18:28:20,73,18,Wednesday,7
2025-07-09 18:43:17,73,18,Wednesday,7
2025-07-09 18:58:19,73,18,Wednesday,7
2025-07-09 19:13:17,66,19,Wednesday,7
2025-07-09 19:28:16,79,19,Wednesday,7
2025-07-09 19:43:16,79,19,Wednesday,7
2025-07-09 19:58:16,79,19,Wednesday,7
2025-07-09 20:13:17,64,20,Wednesday,7
2025-07-09 20:28:17,75,20,Wednesday,7
2025-07-09 20:43:17,75,20,Wednesday,7
2025-07-09 20:58:16,75,20,Wednesday,7
2025-07-09 21:13:17,84,21,Wednesday,7
2025-07-09 21:28:16,84,21,Wednesday,7
2025-07-09 21:43:18,84,21,Wednesday,7
2025-07-09 21:58:16,84,21,Wednesday,7
2025-07-09 22:13:18,68,22,Wednesday,7
2025-07-09 22:28:17,84,22,Wednesday,7
2025-07-09 22:43:16,84,22,Wednesday,7
2025-07-09 22:58:16,84,22,Wednesday,7
2025-07-09 23:13:19,66,23,Wednesday,7
2025-07-09 23:28:17,77,23,Wednesday,7
2025-07-09 23:43:16,77,23,Wednesday,7
2025-07-09 23:58:18,77,23,Wednesday,7
2025-07-10 00:13:20,63,0,Thursday,7
2025-07-10 00:28:17,68,0,Thursday,7
2025-07-10 00:43:18,68,0,Thursday,7
2025-07-10 00:58:18,68,0,Thursday,7
2025-07-10 01:13:16,67,1,Thursday,7
2025-07-10 01:28:16,69,1,Thursday,7
2025-07-10 01:43:17,69,1,Thursday,7
2025-07-10 01:58:16,69,1,Thursday,7
2025-07-10 02:13:17,61,2,Thursday,7
2025-07-10 02:28:16,66,2,Thursday,7
2025-07-10 02:43:16,66,2,Thursday,7
2025-07-10 02:58:16,66,2,Thursday,7
2025-07-10 03:13:16,59,3,Thursday,7
2025-07-10 03:28:16,60,3,Thursday,7
2025-07-10 03:43:16,60,3,Thursday,7
2025-07-10 03:58:16,60,3,Thursday,7
2025-07-10 04:13:17,58,4,Thursday,7
2025-07-10 04:28:17,58,4,Thursday,7
2025-07-10 04:43:17,58,4,Thursday,7
2025-07-10 04:58:16,58,4,Thursday,7
2025-07-10 05:13:17,58,5,Thursday,7
2025-07-10 05:28:17,58,5,Thursday,7
2025-07-10 05:43:17,58,5,Thursday,7
2025-07-10 05:58:16,58,5,Thursday,7
2025-07-10 06:13:16,56,6,Thursday,7
2025-07-10 06:28:16,60,6,Thursday,7
2025-07-10 06:43:16,60,6,Thursday,7
2025-07-10 06:58:16,60,6,Thursday,7
2025-07-10 07:13:16,63,7,Thursday,7
2025-07-10 07:28:17,71,7,Thursday,7
2025-07-10 07:43:17,71,7,Thursday,7
2025-07-10 07:58:16,71,7,Thursday,7
2025-07-10 08:13:18,65,8,Thursday,7
2025-07-10 08:28:18,73,8,Thursday,7
2025-07-10 08:43:16,73,8,Thursday,7
2025-07-10 08:58:16,73,8,Thursday,7
2025-07-10 09:13:16,75,9,Thursday,7
2025-07-10 09:28:16,77,9,Thursday,7
2025-07-10 09:43:16,77,9,Thursday,7
2025-07-10 09:58:17,77,9,Thursday,7
2025-07-10 10:13:17,89,10,Thursday,7
2025-07-10 10:28:16,92,10,Thursday,7
2025-07-10 10:43:17,92,10,Thursday,7
2025-07-10 10:58:16,92,10,Thursday,7
2025-07-10 11:13:16,86,11,Thursday,7
2025-07-10 11:28:16,86,11,Thursday,7
2025-07-10 11:43:17,86,11,Thursday,7
2025-07-10 11:58:16,86,11,Thursday,7
2025-07-10 12:13:18,82,12,Thursday,7
2025-07-10 12:29:12,82,12,Thursday,7
2025-07-10 12:43:17,82,12,Thursday,7
2025-07-10 12:58:16,82,12,Thursday,7
2025-07-10 13:13:19,67,13,Thursday,7
2025-07-10 13:28:21,77,13,Thursday,7
2025-07-10 13:43:17,77,13,Thursday,7
2025-07-10 13:58:18,77,13,Thursday,7
2025-07-10 14:13:16,70,14,Thursday,7
2025-07-10 14:28:18,78,14,Thursday,7
2025-07-10 14:43:16,78,14,Thursday,7
2025-07-10 14:58:17,78,14,Thursday,7
2025-07-10 15:13:19,78,15,Thursday,7
2025-07-10 15:28:18,81,15,Thursday,7
2025-07-10 15:43:17,81,15,Thursday,7
2025-07-10 15:58:16,81,15,Thursday,7
2025-07-10 16:13:32,83,16,Thursday,7
2025-07-10 16:28:17,81,16,Thursday,7
2025-07-10 16:43:17,81,16,Thursday,7
2025-07-10 16:58:17,81,16,Thursday,7
2025-07-10 17:13:16,75,17,Thursday,7
2025-07-10 17:28:21,81,17,Thursday,7
2025-07-10 17:43:19,81,17,Thursday,7
2025-07-10 17:58:18,81,17,Thursday,7
2025-07-10 18:13:17,86,18,Thursday,7
2025-07-10 18:28:18,86,18,Thursday,7
2025-07-10 18:43:17,86,18,Thursday,7
2025-07-10 18:58:16,86,18,Thursday,7
2025-07-10 19:13:17,75,19,Thursday,7
2025-07-10 19:28:17,78,19,Thursday,7
2025-07-10 19:43:17,78,19,Thursday,7
2025-07-10 19:58:17,78,19,Thursday,7
2025-07-10 20:13:16,84,20,Thursday,7
2025-07-10 20:28:20,85,20,Thursday,7
2025-07-10 20:43:17,85,20,Thursday,7
2025-07-10 20:58:17,85,20,Thursday,7
2025-07-10 21:13:17,66,21,Thursday,7
2025-07-10 21:28:16,82,21,Thursday,7
2025-07-10 21:43:17,82,21,Thursday,7
2025-07-10 21:58:17,82,21,Thursday,7
2025-07-10 22:13:17,85,22,Thursday,7
2025-07-10 22:28:17,85,22,Thursday,7
2025-07-10 22:43:16,85,22,Thursday,7
2025-07-10 22:58:16,85,22,Thursday,7
2025-07-10 23:13:17,77,23,Thursday,7
2025-07-10 23:28:17,77,23,Thursday,7
2025-07-10 23:43:17,77,23,Thursday,7
2025-07-10 23:58:18,77,23,Thursday,7
2025-07-11 00:13:17,69,0,Friday,7
2025-07-11 00:28:17,75,0,Friday,7
2025-07-11 00:43:17,75,0,Friday,7
2025-07-11 00:58:16,75,0,Friday,7
2025-07-11 01:13:20,63,1,Friday,7
2025-07-11 01:28:18,76,1,Friday,7
2025-07-11 01:43:17,76,1,Friday,7
2025-07-11 01:58:17,76,1,Friday,7
2025-07-11 02:13:16,66,2,Friday,7
2025-07-11 02:28:17,73,2,Friday,7
2025-07-11 02:43:17,73,2,Friday,7
2025-07-11 02:58:17,73,2,Friday,7
2025-07-11 03:13:17,62,3,Friday,7
2025-07-11 03:28:16,72,3,Friday,7
2025-07-11 03:43:16,72,3,Friday,7
2025-07-11 03:58:16,72,3,Friday,7
2025-07-11 04:13:17,70,4,Friday,7
2025-07-11 04:28:17,70,4,Friday,7
2025-07-11 04:43:16,70,4,Friday,7
2025-07-11 04:58:17,70,4,Friday,7
2025-07-11 05:13:16,68,5,Friday,7
2025-07-11 05:28:23,68,5,Friday,7
2025-07-11 05:43:17,68,5,Friday,7
2025-07-11 05:58:17,68,5,Friday,7
2025-07-11 06:13:16,60,6,Friday,7
2025-07-11 06:28:16,70,6,Friday,7
2025-07-11 06:43:16,70,6,Friday,7
2025-07-11 06:58:17,70,6,Friday,7
2025-07-11 07:13:18,71,7,Friday,7
2025-07-11 07:28:16,74,7,Friday,7
2025-07-11 07:43:17,74,7,Friday,7
2025-07-11 07:58:16,74,7,Friday,7
2025-07-11 08:13:17,74,8,Friday,7
2025-07-11 08:28:16,74,8,Friday,7
2025-07-11 08:43:16,74,8,Friday,7
2025-07-11 08:58:16,74,8,Friday,7
2025-07-11 09:13:17,64,9,Friday,7
2025-07-11 09:28:17,86,9,Friday,7
2025-07-11 09:43:17,86,9,Friday,7
2025-07-11 09:58:17,86,9,Friday,7
2025-07-11 10:13:16,63,10,Friday,7
2025-07-11 10:28:16,75,10,Friday,7
2025-07-11 10:43:16,75,10,Friday,7
2025-07-11 10:58:17,75,10,Friday,7
2025-07-11 11:13:16,66,11,Friday,7
2025-07-11 11:28:17,73,11,Friday,7
2025-07-11 11:43:17,73,11,Friday,7
2025-07-11 11:58:17,73,11,Friday,7
2025-07-11 12:13:17,72,12,Friday,7
2025-07-11 12:28:16,75,12,Friday,7
2025-07-11 12:43:17,75,12,Friday,7
2025-07-11 12:58:18,75,12,Friday,7
2025-07-11 13:13:17,66,13,Friday,7
2025-07-11 13:28:17,73,13,Friday,7
2025-07-11 13:43:17,73,13,Friday,7
2025-07-11 13:58:16,73,13,Friday,7
2025-07-11 14:13:17,65,14,Friday,7
2025-07-11 14:28:16,66,14,Friday,7
2025-07-11 14:43:17,66,14,Friday,7
2025-07-11 14:58:16,66,14,Friday,7
2025-07-11 15:13:17,65,15,Friday,7
2025-07-11 15:28:16,66,15,Friday,7
2025-07-11 15:43:17,66,15,Friday,7
2025-07-11 15:58:16,66,15,Friday,7
2025-07-11 16:13:16,64,16,Friday,7
2025-07-11 16:28:17,66,16,Friday,7
2025-07-11 16:43:17,66,16,Friday,7
2025-07-11 16:58:17,66,16,Friday,7
2025-07-11 17:13:17,68,17,Friday,7
2025-07-11 17:28:17,68,17,Friday,7
2025-07-11 17:43:19,68,17,Friday,7
2025-07-11 17:58:24,68,17,Friday,7
2025-07-11 18:13:17,64,18,Friday,7
2025-07-11 18:28:16,69,18,Friday,7
2025-07-11 18:43:16,69,18,Friday,7
2025-07-11 18:58:17,69,18,Friday,7
2025-07-11 19:13:18,69,19,Friday,7
2025-07-11 19:28:16,69,19,Friday,7
2025-07-11 19:43:17,69,19,Friday,7
2025-07-11 19:58:17,69,19,Friday,7
2025-07-11 20:13:17,73,20,Friday,7
2025-07-11 20:28:18,73,20,Friday,7
2025-07-11 20:43:17,73,20,Friday,7
2025-07-11 20:58:17,73,20,Friday,7
2025-07-11 21:13:18,78,21,Friday,7
2025-07-11 21:28:16,85,21,Friday,7
2025-07-11 21:43:17,85,21,Friday,7
2025-07-11 21:58:16,85,21,Friday,7
2025-07-11 22:13:17,79,22,Friday,7
2025-07-11 22:28:17,75,22,Friday,7
2025-07-11 22:43:17,75,22,Friday,7
